content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,clean_text_final
mass rapid transit apakah pihak mass rapid transit benar tidak membayarkan gaji salah satu vendornya sampai thr dan gaji tidak bisa dibayarkan tepat waktuthr dibayar dihari bank terahir beroperasional itupun karena didatengin rame2 kekantor vendor dan mereka beralasan pihak mass rapid transit menunggak pembayaran ke pihak vendor selama beberapa bulan hingga vendor tidak bisa memberi hak pekerjanyaapakah benar pihak mass rapid transit demikianbahkan gaji yang seharusnya dibayar tgl 28 ini diundur sampai tgl 10 bulan meiapakah benar demikian mrt,1,0.0,0.0,Negative,mass rapid transit mass rapid transit bayar gaji salah vendor gaji bayar bayar bank kantor vendor mass rapid transit bayar vendor vendor mass rapid transit gaji bayar tgl tgl
baru menggunakan smoga tidak ribet mengaplikasikannya,4,0.0,0.0,Positive,smoga ribet aplikasi
mantap,5,0.0,0.0,Positive,mantap
korban sales multitrip card  lebih baik emoney card sia beli multitrip card tidak bisa dipakai dibusway apa lgi transaksi emoney lainnya,1,0.0,0.0,Negative,multitrip card emoney card beli multitrip card pakai transaksi emoney
mass rapid transit jakarta mantab semoga sukse,5,0.0,0.0,Positive,mass rapid transit jakarta mantab moga
3 dulu,3,0.0,0.0,Neutral,
baru download,4,0.0,0.0,Positive,download
bagus banget,5,0.0,0.0,Positive,bagus
baik,5,0.0,0.0,Positive,
bagus,4,0.0,0.0,Positive,bagus
belum coba naik tapi katanya keren,5,0.0,0.0,Positive,coba keren
being forwarf,5,0.0,0.0,Positive,
the best,5,1.0,0.3,Positive,best
mantap,5,0.0,0.0,Positive,mantap
bagus,5,0.0,0.0,Positive,bagus
usefull,5,0.0,0.0,Positive,
mulai bagus apk nya jaya terus mass rapid transit jakarta ,4,0.5,1.0,Positive,bagus apk jaya mass rapid transit jakarta
sejak update 30 maret 2022 aplikasi tidak bisa digunakan freeze di splash start screen,1,0.0,0.0,Negative,update
yak tidak bisa di akses,1,0.0,0.0,Negative,akses
baik,4,0.0,0.0,Positive,
semoga bnyk promo naik mass rapid transit,5,0.0,0.0,Positive,moga promo mass rapid transit
aplikasinya lemott 15 menit sebelumnya sudah buka aplikasi namjn lemott kita kan tidak mungkin pake wifi masakan harus lapor petugas buat lake wifi akan menghambat perjalanan untuk berangkat kerja please ini sudah berkali2 please solusi for tgis trouble kita senang pake aplikasi tali lemott nga minta ampun,2,-0.2,0.2,Negative,aplikasi lemott menit buka lemott pake wifi tugas wifi jalan berangkat kerja solusi senang pake lemott
good transportation in indonesian,5,0.7,0.6000000000000001,Positive,good
mantab,5,0.0,0.0,Positive,mantab
mantap,5,0.0,0.0,Positive,mantap
keren banget gampang juga pesennya kemarin beli yang grup buat 4 orang jdi bisa naik mass rapid transit bareng temen2 tanpa harus punya kartu,5,0.0,0.0,Positive,keren gampang kemarin beli orang mass rapid transit kartu
ok,5,0.5,0.5,Positive,
bagus gan👍☺️,5,0.0,0.0,Positive,bagus gan
semoga lebih banyak lagi rute mass rapid transit di jakarta agar begitu keluar rumah kantor pasar pusat perbelanjaan bengkel tinggal jalan kaki sebentar langsung naik mrt begitu pun sebaliknya ketika datang langsung tiba di tujuan tanpa naik moda transportasi lain yang harus menunggu lama,5,0.0,0.0,Positive,moga rute mass rapid transit jakarta kantor tinggal jalan langsung langsung tuju moda transportasi tunggu
tolong perbarui tampilannya terutama tampilan dalam mode gelap yang masih tidak jelas jika melihat lambang sesuatu pilihan di aplikasi serta tulisan,3,0.0,0.0,Neutral,baru mode pilih tulis
sangat membantu dan memudahkan,5,0.0,0.0,Positive,bantu mudah
sangat membantu,5,0.0,0.0,Positive,bantu
keren banget,5,0.0,0.0,Positive,keren
good job,5,0.7,0.6000000000000001,Positive,good job
bagus  sangat menikmati sekali dengan moda transportasi raya terpadu mass rapid transit jakarta,5,0.0,0.0,Positive,bagus moda transportasi mass rapid transit jakarta
mohon penjelasannya saya beli tiket mass rapid transit senayan menuju blok a melalui applikasi mass rapid transit di jam 9 dan jadwal nya juga masih ada tertera kebarangkatan dari senayan jam 924 tetapi saya tidak diperbolahkan masuk oleh satpam kata beliau mass rapid transit sudah ditutup dan beliau tetapi di jadwal keberangkatan masih tertera,3,0.0,0.0,Neutral,mohon beli tiket mass rapid transit blok applikasi mass rapid transit jam jadwal jam masuk mass rapid transit tutup jadwal berangkat
nice,5,0.6,1.0,Positive,nice
good,5,0.7,0.6000000000000001,Positive,good
keren,5,0.0,0.0,Positive,keren
baik,4,0.0,0.0,Positive,
manteb dah anies,5,0.0,0.0,Positive,dah anies
good,5,0.7,0.6000000000000001,Positive,good
mantap,5,0.0,0.0,Positive,mantap
ok cepat respon nya,4,0.5,0.5,Positive,cepat
baru naik sekalikereta nya bersih,5,0.0,0.0,Positive,bersih
alhamdulillah semoga bermanfaat,5,0.0,0.0,Positive,alhamdulillah moga manfaat
lebih mudah dan praktis,5,0.0,0.0,Positive,mudah praktis
sudah bisa cek saldo kartu mass rapid transit multi trip tetapi tidak bisa isi saldonya di up lagi ,3,0.0,0.0,Neutral,cek saldo kartu mass rapid transit isi saldo
ok,5,0.5,0.5,Positive,
kode otp pembayarannya nggak keluar,1,0.0,0.0,Negative,kode otp bayar
ok,5,0.5,0.5,Positive,
cm sharing aj peraturannya jgn terlalu ketat dong masa orng bercadar harus pakai masker juga aneh si,2,0.0,0.0,Negative,atur jgn pakai masker aneh si
keren,5,0.0,0.0,Positive,keren
mantab,5,0.0,0.0,Positive,mantab
aplikasinya mudah digunakan 🥰,5,0.0,0.0,Positive,aplikasi mudah
baguss dan mempermudah,5,0.0,0.0,Positive,mudah
bagus dan mudah,5,0.0,0.0,Positive,bagus mudah
aplikasi nya error,1,0.0,0.0,Negative,error
keren,5,0.0,0.0,Positive,keren
untuk verifikasi ktp tolong diperbaiki error terus ketika bagian itu,2,0.0,0.0,Negative,verifikasi ktp baik error
sgitu dlu klo bgus dtmbahin,4,0.0,0.0,Positive,dlu klo bgus
baru saja download aplikasi ini mau liat jadwal mass rapid transit malah tiba² keluar sendiri aplikasi nya suka error gini sih tolong dong diperbaiki layanan aplikasi mass rapid transit nyaa,2,0.0,0.0,Negative,download liat jadwal mass rapid transit suka error gin baik layan mass rapid transit
ok,5,0.5,0.5,Positive,
good,5,0.7,0.6000000000000001,Positive,good
eusbuu ⭐⭐⭐⭐⭐😎😎😎,5,0.0,0.0,Positive,
bagus,5,0.0,0.0,Positive,bagus
keren,5,0.0,0.0,Positive,keren
aplikasi nya keren,5,0.0,0.0,Positive,keren
mantap,5,0.0,0.0,Positive,mantap
aplikasi tidak bisa digunakan,1,0.0,0.0,Negative,
masih banyak bug tidak bisa verifikasi ktp sering keluar sendiri,2,0.0,0.0,Negative,bug verifikasi ktp
semoga semakin meningkat mutu pelayanannya,4,0.0,0.0,Positive,moga tingkat layan
p pp l tmn njnjmjnjmnnnhm m ooo lupa pp p u loop lo o lol ko uo,4,0.8,0.7,Positive,pp lupa pp ko
aplikasi yang bagus 👍,5,0.0,0.0,Positive,bagus
habis update jadi error failed to load gopay status,2,-0.5,0.3,Negative,habis update error failed gopay
oke,5,0.0,0.0,Positive,oke
versi barunya sudah ok tapi perbaiki schedule nya kadang nggak sinkron ama aktual,4,0.5,0.5,Positive,versi baru baik
mantap,5,0.0,0.0,Positive,mantap
kenapa aplikasinya selalu keluar sendiri padahal mau verifikasi ktp dan ngisi indentitas lainya pas mau mesen tiket juga sering keluar sendiri padahal sinyal bagus sudah pakek data dan wifi tetep saja keluar sendiri ini kenapa error aplikasi nya mohon developer segera memeberikan solusi dan memperbaikinya,1,0.0,0.0,Negative,aplikasi verifikasi ktp pas tiket sinyal bagus data wifi tetep error mohon developer solusi baik
membantu sekali,5,0.0,0.0,Positive,bantu
saya baru tau bisa beli tiket via aplikasi sewaktu selesai pembayaran beli tiket gimana sih petugasnya petugas tidak ngasih info kalau bisa beli tiket pakai aplikasi jadinya terpaksa beli kartu baru karena tidak bawa kartu atm buat topup karena kartu bukan kartu multitrip mrt harus debit padahal juga abis itu kartu tidak kepake,1,0.0,0.0,Negative,tau beli tiket via bayar beli tiket gimana tugas tugas info beli tiket pakai paksa beli kartu bawa kartu topup kartu kartu multitrip debit abis kartu
appnya bagus dan praktis tapi masih suka terjadi eror koneksi padahal saya memiliki wifikuota internet,3,0.0,0.0,Neutral,appnya bagus praktis suka eror milik internet
sangat membantu sekali,5,0.0,0.0,Positive,bantu
waktu digunakan untuk membuka jadwal kereta aplikasi menutup,4,0.0,0.0,Positive,buka jadwal kereta tutup
aplikasinya masih byk bug nya dan errornya contoh saat di halaman jadwal saat pilih stasiun aplikasi langsung keluarforceclose saat di halaman akun untuk input foto ktp pun sama lgsg keluar  forceclose kalau bisa di perbaiki dulu ini aplikasi dan di cek lg semua nya,3,0.0,0.0,Neutral,aplikasi bug halaman jadwal pilih stasiun langsung halaman akun foto ktp lgsg baik cek lg
baik,5,0.0,0.0,Positive,
quick respon,4,0.3333333333333333,0.5,Positive,
forceclose terusssssssssssss,1,0.0,0.0,Negative,
tidak bisa connect ke gopay,2,0.0,0.0,Negative,gopay
mantap semoga bisa lebih ditingkatkan lagi,5,0.0,0.0,Positive,mantap moga tingkat
bagus,5,0.0,0.0,Positive,bagus
kenapa ya di sm s21 aplikasi tidak bisa dibuka sama sekali,1,0.0,0.0,Negative,buka
membantu,5,0.0,0.0,Positive,bantu
good aplikasi,5,0.7,0.6000000000000001,Positive,good
menyenangkan nyaman bersih penjaga jya ramah dan sangat membantu,5,0.0,0.0,Positive,senang nyaman bersih ramah bantu
aplikasinya setiap kali liat jadwal perjalanan selalu kluar sendiri,5,0.0,0.0,Positive,aplikasi kali liat jadwal jalan kluar
👍👍,5,0.0,0.0,Positive,
baru mau coba,4,0.0,0.0,Positive,coba
erooorrrr selalu force close di hp google pixelsebelum2 nya tidak eror abis update br eror,1,0.0,0.0,Negative,force close hp google eror abis update eror
good aplication,5,0.7,0.6000000000000001,Positive,good
ada bugs di upload foto dan ktp aplikasi auto tertutup,3,0.0,0.0,Neutral,foto ktp auto tutup
good,5,0.7,0.6000000000000001,Positive,good
modern transportasi dki,5,0.2,0.3,Positive,modern transportasi
perjalanan jadi lebih cepat dan nyaman,5,0.0,0.0,Positive,jalan cepat nyaman
tidak perlu kartu pembayaran elektronik lagi simple dan mudah digunakan,5,0.0,0.35714285714285715,Positive,kartu bayar simple mudah
bagus dan membantu,5,0.0,0.0,Positive,bagus bantu
dpermudah bagi yang baru masuk akun,3,0.0,0.0,Neutral,masuk akun
nyaman,5,0.0,0.0,Positive,nyaman
baguus,5,0.0,0.0,Positive,
menyenangkan,5,0.0,0.0,Positive,senang
kurang praktis kalau harus beli tiket dulu mending aplikasi langsung connect ke ewallet yang bekerja sama terus langsung bayar sesuai scan barcode stasiun berangkat dan stasiun tujuan,2,0.0,0.0,Negative,praktis beli tiket mending langsung ewallet langsung bayar sesuai scan stasiun berangkat stasiun tuju
aplikasi saat ini tidak ada masalah apabila ada masalah rating akan berubah,5,0.0,0.0,Positive,rating ubah
guud,5,0.0,0.0,Positive,
ihhiy masuk p eko,5,0.0,0.0,Positive,masuk
lagi dicoba,5,0.0,0.0,Positive,coba
keren banget skrng bisa naik mass rapid transit jadi lebih mudah tapi aplikasinya masih butuh sedikit perbaikan saya tidak bisa verifikasi ktp padahal sudah di tap tapi tetep gabisa tapi gpp yang penting aplikasinya bisa di gunakan untuk mass rapid transit walaupun belum verifikasi ktp,5,0.0,0.0,Positive,keren skrng mass rapid transit mudah aplikasi baik verifikasi ktp tap tetep gabisa aplikasi mass rapid transit verifikasi ktp
keren banget,5,0.0,0.0,Positive,keren
terlalu banyak syarat untuk bergabung,4,0.0,0.0,Positive,gabung
bagus  bermanfaat,5,0.0,0.0,Positive,bagus manfaat
good,5,0.7,0.6000000000000001,Positive,good
terimakasih,5,0.0,0.0,Positive,terimakasih
harus punya pulsa baru terima otp lemah,1,0.0,0.0,Negative,otp
keren praktis,5,0.0,0.0,Positive,keren praktis
interfacenya jelek banget,1,0.0,0.0,Negative,jelek
jika bagustidak ada kendala,5,0.0,0.0,Positive,kendala
tambah pembayaran shopeepay,5,0.0,0.0,Positive,bayar shopeepay
sering gagal masuk,2,0.0,0.0,Negative,gagal masuk
excellent  semoga tetap dipertahankan pelayanannya,5,1.0,1.0,Positive,excellent moga tahan layan
keren,5,0.0,0.0,Positive,keren
mantap,5,0.0,0.0,Positive,mantap
nyoba dlu,3,0.0,0.0,Neutral,nyoba dlu
sangat bermanfaat,5,0.0,0.0,Positive,manfaat
baik,5,0.0,0.0,Positive,
saya suka aplikasi ini,5,0.0,0.0,Positive,suka
di to,2,0.0,0.0,Negative,
tidak bisa di buka,5,0.0,0.0,Positive,buka
maju ekonomi untuk kepetingan rakyat,5,0.0,0.0,Positive,maju
mantap sangat berguna aplikasi ini,5,0.0,0.0,Positive,mantap guna
sudah terasa nyaman menggunakan transportasi umum,5,0.0,0.0,Positive,nyaman transportasi
perubahan adalah wujud untuk kemajuan kesejahteraan masyarakat,5,0.0,0.0,Positive,ubah maju masyarakat
transportasi publik modern,5,0.2,0.3,Positive,transportasi publik modern
keren banget sangat membantubanyak hadiah give awaynya lagi,5,0.0,0.0,Positive,keren
bismillah semoga bisa,5,0.0,0.0,Positive,moga
mantap,4,0.0,0.0,Positive,mantap
bagus aplikasinya,5,0.0,0.0,Positive,bagus aplikasi
bagus dan mudah beli tiket bisa nonton film gratis juga di perjalanan,5,0.0,0.0,Positive,bagus mudah beli tiket gratis jalan
akses nya mudah,5,0.0,0.0,Positive,akses mudah
sukaaa,5,0.0,0.0,Positive,
mantap,5,0.0,0.0,Positive,mantap
gimana nih baru download trs abis registrasi malah keluar trs dari app hadehhh emng ya kalo sistem begini susah benernya,2,0.0,0.0,Negative,gimana download trs abis registrasi trs app hadehhh kalo sistem susah
saya sangat suka sebenarnya tapi entah knp setelah diupdate malah tidak bisa dibuka aplikasi nya,1,0.0,0.0,Negative,suka knp buka
belum pernah naik,5,0.0,0.0,Positive,
aplikasi nya nge bug terus jadi tidak bisa di pakai,1,0.0,0.0,Negative,bug pakai
maju terus mass rapid transit terus berinovasi untuk mempermudah pengguna,5,0.0,0.0,Positive,maju mass rapid transit mudah guna
mrtj semoga semakin jaya,5,0.0,0.0,Positive,moga jaya
yah,3,0.0,0.0,Neutral,yah
mantap aplikasi nya mendukung saat naik mass rapid transit,5,0.0,0.0,Positive,mantap mass rapid transit
bagus memudahkan pengguna untuk naik mass rapid transit,5,0.0,0.0,Positive,bagus mudah guna mass rapid transit
good,5,0.7,0.6000000000000001,Positive,good
baik,5,0.0,0.0,Positive,
proses register member pemula copat,5,0.0,0.0,Positive,proses register
ok,5,0.5,0.5,Positive,
ok,5,0.5,0.5,Positive,
😉👍,5,0.0,0.0,Positive,
setelah di update jadi tidak bisa liat jam kedatangan kereta selanjutnya menitnya ketutupan,2,0.0,0.0,Negative,update liat jam datang kereta menit tutup
masih suka forceclosejelek,1,0.0,0.0,Negative,suka
susah susah gampang masuknya,3,0.0,0.0,Neutral,susah susah gampang masuk
aplikasi mass rapid transit sangat memudahkan untuk membeli ticket perjalanan dan informasi status perjalanan juga tersedia,5,0.0,0.0,Positive,mass rapid transit mudah beli ticket jalan informasi jalan sedia
bagus,5,0.0,0.0,Positive,bagus
applikasi ya keren,5,0.0,0.0,Positive,applikasi keren
sampah habis update malah gag bisa liat jadwal dan mau beli tiket gag bisa jam sibuk malah error it mrtj dumb ass,1,-0.91552734375,0.5,Negative,sampah habis update liat jadwal beli tiket jam error
keren lah bisa bawa anak jln2,5,0.0,0.0,Positive,keren bawa anak
oke,5,0.0,0.0,Positive,oke
sangat membantu,5,0.0,0.0,Positive,bantu
ok,5,0.5,0.5,Positive,
memudahkan pelanggan,5,0.0,0.0,Positive,mudah langgan
baru mau coba,5,0.0,0.0,Positive,coba
efisien,5,0.0,0.0,Positive,
good,5,0.7,0.6000000000000001,Positive,good
mantap,5,0.0,0.0,Positive,mantap
mantap,5,0.0,0.0,Positive,mantap
mudah,5,0.0,0.0,Positive,mudah
baru,5,0.0,0.0,Positive,
membantu sekali,5,0.0,0.0,Positive,bantu
mantappppsss jiwaaaa,5,0.0,0.0,Positive,
good,4,0.7,0.6000000000000001,Positive,good
ok,5,0.5,0.5,Positive,
coba dulu kalo bagus kasih bintang penuh,3,0.0,0.0,Neutral,coba kalo bagus bintang
mantap,5,0.0,0.0,Positive,mantap
good jobs,5,0.7,0.6000000000000001,Positive,good
sudah sesuai,5,0.0,0.0,Positive,sesuai
mantab,3,0.0,0.0,Neutral,mantab
belum coba,3,0.0,0.0,Neutral,coba
tertib aman  nyaman prokes bagus,4,0.0,0.0,Positive,tertib aman nyaman bagus
good aplikasithanks,4,0.7,0.6000000000000001,Positive,good
bagus,4,0.0,0.0,Positive,bagus
masih dalam pemcobaan smoga bermakana buat kepegian nanti,5,0.0,0.0,Positive,smoga
nice,5,0.6,1.0,Positive,nice
mantaaap,5,0.0,0.0,Positive,
saya bangga menjadi anak indonesia,5,0.0,0.0,Positive,bangga anak indonesia
oke juga,5,0.0,0.0,Positive,oke
ok,5,0.5,0.5,Positive,
ksh bintang 3 dulu ya bila bagus baru bintang 5,3,0.0,0.0,Neutral,bintang bagus bintang
transportasi bagus,5,0.0,0.0,Positive,transportasi bagus
pelayanan bagus,4,0.0,0.0,Positive,layan bagus
sangat bermafaat,5,0.0,0.0,Positive,
muantab,5,0.0,0.0,Positive,
bukannya lebih praktis tinggal scan qr dari linkaja gopay dll ya kayak krl kalo harus beli tiket lagi kesannya lebih outdated dari pada sistem krl bukannya padahal fasilitas mass rapid transit canggih loh,3,-0.4000000000000001,0.6333333333333334,Neutral,praktis tinggal scan qr gopay kayak krl kalo beli tiket sistem krl fasilitas mass rapid transit
baru pake🙂,5,0.0,0.0,Positive,pake
baru nyoba,1,0.0,0.0,Negative,nyoba
bagus,5,0.0,0.0,Positive,bagus
bagus,5,0.0,0.0,Positive,bagus
cucoo,4,0.0,0.0,Positive,
good,5,0.7,0.6000000000000001,Positive,good
the best aplicasi 👍🏼👍🏼👍🏼👍🏼,5,1.0,0.3,Positive,best 
baru download semoga saja gaada kendala disaat penggunaan,4,0.0,0.0,Positive,download moga kendala saat guna
kode refeal  716605 update tambahkan alarm kedatangan dan ketika sampai tujuan,5,0.0,0.0,Positive,kode update tambah alarm datang tuju
jos,4,0.0,0.0,Positive,jos
nyaman tapi belum pernah coba mass rapid transit,5,0.0,0.0,Positive,nyaman coba mass rapid transit
bener2 menghemat waktu tenaga sebelum ada mass rapid transit harus berjibaku kejar2 busway dan kereta makasi mass rapid transit 👏🏻👏🏻,5,0.0,0.0,Positive,mass rapid transit kereta mass rapid transit 
bgus,5,0.0,0.0,Positive,bgus
sangat baikk sangat ramah,5,0.0,0.0,Positive,ramah
sangat membantu  mempermudah perjalanan kita 👍,5,0.0,0.0,Positive,bantu mudah jalan
nothing problems,5,0.0,0.0,Positive,
mantap tranportasi kelas dunia serasa seperti di eropa,5,0.0,0.0,Positive,mantap tranportasi kelas dunia
sangat baik,5,0.0,0.0,Positive,
bagus,5,0.0,0.0,Positive,bagus
aku senang ada apk mass rapid transit jakartatingkat kn and kembangkn,5,0.0,0.0,Positive,senang apk mass rapid transit
masih banyak bug,1,0.0,0.0,Negative,bug
jelek,5,0.0,0.0,Positive,jelek
mantap,5,0.0,0.0,Positive,mantap
tanpa beli kartu bisa menggunakan aplikasi ini,5,0.0,0.0,Positive,beli kartu
mantap lah,5,0.0,0.0,Positive,mantap
ok banget,5,0.5,0.5,Positive,
aplikasi ini sangat membantu saya,5,0.0,0.0,Positive,bantu
bagus,5,0.0,0.0,Positive,bagus
selalu error buat pembayaran dengan ovo,1,0.0,0.0,Negative,error bayar ovo
good app,5,0.7,0.6000000000000001,Positive,good app
gembel,1,0.0,0.0,Negative,
tidak praktis harus nya tinggal scan qr code seperti krl,1,0.0,0.0,Negative,praktis tinggal scan qr code krl
good,5,0.7,0.6000000000000001,Positive,good
bagus bangt,5,0.0,0.0,Positive,bagus
mempermudah pembelian tiket dan pembayarab tanpa antri,5,0.0,0.0,Positive,mudah beli tiket antri
pelayanan yang sangat baik,5,0.0,0.0,Positive,layan
maksimal,4,0.0,0.0,Positive,maksimal
terimakasih jakarta sehat selalu ya,5,0.0,0.0,Positive,terimakasih jakarta
mencoba menggunakan aplikasi mrtj,5,0.0,0.0,Positive,coba
top,5,0.5,0.5,Positive,top
sangatt terbantu,5,0.0,0.0,Positive,bantu
tadinya aplikasi ini membantu saya banget tapi sekarang menyusahkan saya login berkali kali gabisa reset pin sudah coba login lagi gabisa tolong lah mass rapid transit gmn nih parah,1,0.0,0.0,Negative,bantu susah login kali kali gabisa reset pin coba login gabisa mass rapid transit gmn parah
mantap👍,5,0.0,0.0,Positive,mantap
baik,5,0.0,0.0,Positive,
ajib,5,0.0,0.0,Positive,
good aplikasi,4,0.7,0.6000000000000001,Positive,good
keren,5,0.0,0.0,Positive,keren
aplikasi membantu sekali memudahkan pembayaran atau transaksi,5,0.0,0.0,Positive,bantu mudah bayar transaksi
kerenga nyangka kalo di indonesia bisa keren,5,0.0,0.0,Positive,kalo indonesia keren
baik,5,0.0,0.0,Positive,
bersih,5,0.0,0.0,Positive,bersih
bagus sih untuk melihat rute mass rapid transit,5,0.0,0.0,Positive,bagus rute mass rapid transit
di,5,0.0,0.0,Positive,
bersih beut,5,0.0,0.0,Positive,bersih
👌,5,0.0,0.0,Positive,
semoga bisa lebih berkembang lagi khususnya perbanyak promodiskon spt 10x perjalanan gratis 1x perjalanan tks,5,0.0,0.0,Positive,moga kembang banyak jalan gratis jalan
gangguan kok pagi pagi di saat orang buru buru dan sedang sibukga bisa malam ya gangguannya kasih dong notifikasiseperti sms blast atau wa blast biar pengguna mass rapid transit tau klo mau gangguannyusahin lama2 kagak laku ni mass rapid transit,1,0.0,0.0,Negative,ganggu pagi pagi orang malam ganggu sms wa biar guna mass rapid transit tau klo laku ni mass rapid transit
semoga bisa lebih baik lagi,3,0.0,0.0,Neutral,moga
keren,5,0.0,0.0,Positive,keren
mantap keren aplikasinya,5,0.0,0.0,Positive,mantap keren aplikasi
oke,5,0.0,0.0,Positive,oke
tempatnya bersih dan nyaman mantul pokoknya,5,0.0,0.0,Positive,bersih nyaman mantul
tidak bisa top up pake ovo,1,0.5,0.5,Negative,top pake ovo
semoga bisa membantu yah,3,0.0,0.0,Neutral,moga bantu yah
bersih dan nyaman kereta nya,5,0.0,0.0,Positive,bersih nyaman kereta
mantab,5,0.0,0.0,Positive,mantab
sangat membantu,5,0.0,0.0,Positive,bantu
baru coba nnti kalau bagus kasih 5,3,0.0,0.0,Neutral,coba bagus
semua nyaa jadi serba instan sukaaa bangett 🥰🥰🥰,5,0.0,0.0,Positive,
sudah sampai 10× lebih daftar di apk ini tapi gabisa2 entah kenapa selalu failed daftarnya tapi giliran pakai data ibu saya lgsg bisa ini kenapa ya tolong di tingkatkan lg,1,-0.5,0.3,Negative,daftar apk failed daftar pakai data lgsg tingkat lg
waw,4,0.0,0.0,Positive,
ok,5,0.5,0.5,Positive,
pertahankan kebersihan dan tingkatkan fasilitas di setiap station pemberhentian aamiin,5,0.0,0.0,Positive,tahan bersih tingkat fasilitas
pak anies baswedan 👍,4,0.0,0.0,Positive,anies
heeem,5,0.0,0.0,Positive,
ok,2,0.5,0.5,Negative,
belum coba,4,0.0,0.0,Positive,coba
sangat bermanfaat bagi pertama kali menggunakan maupun berharihari,5,0.0,0.0,Positive,manfaat kali
aplikasi good,5,0.7,0.6000000000000001,Positive,good
ok oce,5,0.5,0.5,Positive,
mantap,5,0.0,0.0,Positive,mantap
kerenn,5,0.0,0.0,Positive,
mantap,5,0.0,0.0,Positive,mantap
oke,4,0.0,0.0,Positive,oke
sering gangguan pembayaran ovo,1,0.0,0.0,Negative,ganggu bayar ovo
good,4,0.7,0.6000000000000001,Positive,good
sangat membantu,5,0.0,0.0,Positive,bantu
bagus dan tingkatkan lagi,5,0.0,0.0,Positive,bagus tingkat
sangat membantu dalam proses transaksi perjalanan,5,0.0,0.0,Positive,bantu proses transaksi jalan
baik,4,0.0,0.0,Positive,
support it yang sangat bermanfaat,5,0.0,0.0,Positive,manfaat
moda transportasi yang amanaply g ribet,5,0.0,0.0,Positive,moda transportasi ribet
untuk riwayat tiket up date terbaru mohon tanggal dan jam keberangkatan dan kedatangan jangan dihilangkan dong,5,0.0,0.0,Positive,tiket baru mohon jam berangkat datang hilang
sangat sulit dan tidak ada pelayanan pembelian tiket ,1,0.0,0.0,Negative,sulit layan beli tiket
bermanfaat update banget,5,0.0,0.0,Positive,manfaat update
good,5,0.7,0.6000000000000001,Positive,good
baik,5,0.0,0.0,Positive,
ngebantu banget buat beli tiket kalau tidak bawa kartu,5,0.0,0.0,Positive,ngebantu beli tiket bawa kartu
semoga bermanfaat dengan baik upgradenya semoga terus berkembang tanpa bug,5,0.0,0.0,Positive,moga manfaat moga kembang bug
masih setia pakai mass rapid transit dong dari rumah ke stasiun fatmawati tinggal jalan kaki,5,0.0,0.0,Positive,pakai mass rapid transit stasiun tinggal jalan
hmmm baru download sudah keburu beli tiket yang multitrip nya😅🤣,5,0.0,0.0,Positive,download beli tiket multitrip
good sekali,5,0.7,0.6000000000000001,Positive,good
msh pelajari aplikasi nya,5,0.0,0.0,Positive,ajar
baru install jadi belum tau sebagus apa fitur aplikasinya,4,0.0,0.0,Positive,install tau bagus fitur aplikasi
bagus,4,0.0,0.0,Positive,bagus
mantap jon,5,0.0,0.0,Positive,mantap
aplikasi okey,5,0.0,0.0,Positive,
nice,5,0.6,1.0,Positive,nice
sangat membatu,5,0.0,0.0,Positive,
ibib,5,0.0,0.0,Positive,
sangat bagus dan membantu,5,0.0,0.0,Positive,bagus bantu
thank you,5,0.0,0.0,Positive,
mantap,5,0.0,0.0,Positive,mantap
bagus banget aplikasinya mempermudah pemesanan untuk naik mass rapid transit dan krl di jakarta,5,0.0,0.0,Positive,bagus aplikasi mudah mass rapid transit krl jakarta
aplikasi bagus banget dan sukses bagi pembuatnya karena bisa beroperasi dengan lancar tanpa ada masalah 👍👍,5,0.0,0.0,Positive,bagus sukses lancar 
sangat membantu,5,0.0,0.0,Positive,bantu
sukses terus buat mrtj kedepan nya,5,0.0,0.0,Positive,sukses
mantap,5,0.0,0.0,Positive,mantap
nice,5,0.6,1.0,Positive,nice
bagus,5,0.0,0.0,Positive,bagus
kumon,5,0.0,0.0,Positive,
mantap sangat membantu tidak pakai mahal belu kartunya,5,0.0,0.0,Positive,mantap bantu pakai mahal kartu
love,5,0.5,0.6,Positive,love
good,5,0.7,0.6000000000000001,Positive,good
sangat membantu,4,0.0,0.0,Positive,bantu
ok,5,0.5,0.5,Positive,
aplikasi tidak dapat digunakan,1,0.0,0.0,Negative,
coba dulu kalo bagus saya kasih nilai 5,4,0.0,0.0,Positive,coba kalo bagus
sangat buruksysaj masuk ke aplikasi,1,0.0,0.0,Negative,masuk
bagus,5,0.0,0.0,Positive,bagus
mantap dan sangat terbantu dalam otw  tujuan ,5,0.0,0.0,Positive,mantap bantu tuju
sangat bagus,5,0.0,0.0,Positive,bagus
mantul,5,0.0,0.0,Positive,mantul
bagus,5,0.0,0.0,Positive,bagus
mrtlux rapi bersihmantul bangetseperti mass rapid transit singapore usul kedepan diperbanyak untuk yang bayar tiketnya pakai fasilitas tidak hanya link aja tapi juga ovo dana gopayitu ajadari sayasukses slalu mass rapid transit,5,0.0,0.0,Positive,mass rapid transit banyak bayar tiket pakai fasilitas link ovo dana mass rapid transit
bagus dan bermanfaat,5,0.0,0.0,Positive,bagus manfaat
aplikasi ini sangat bagus dan berguna sekali,5,0.0,0.0,Positive,bagus guna
lumayan bagus,5,0.0,0.0,Positive,lumayan bagus
