content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,indonesian_sentiment,clean_text_final
kesalahan seperti memasukan stasiun awal dan tujuan bisa tertukar itu mungkin bisa terjadi namun di aplikasi ini kita tidak bisa merubahnya,2,0.0,0.0,Negative,0,salah pasu stasiun tuju rubah
mohon bantuanya kenapa mau daftar baru tidak bisa bisa ya,3,0.0,0.0,Neutral,0,mohon daftar
nyamam dn sman itu yang paling utama,3,0.0,0.0,Neutral,0,dn
mntap,5,0.0,0.0,Positive,0,mntap
top markotop,5,0.5,0.5,Positive,0,top
baik,4,0.0,0.0,Positive,1,
muantab,5,0.0,0.0,Positive,0,muantab
mudahan berguna aplikasi mass rapid transit nya buat naik mrt terimakasih sukses selalu pt mrt,5,0.0,0.0,Positive,1,mudah guna mass rapid transit terimakasih sukses
aplikasi aneh daftarnya susah,1,0.0,0.0,Negative,0,aneh daftar susah
god,5,0.0,0.0,Positive,0,god
mantap,5,0.0,0.0,Positive,1,mantap
god,5,0.0,0.0,Positive,0,god
god,5,0.0,0.0,Positive,0,god
sekuriti kasar skali negur nya klw tidak pake masker sampaikan dengan baik saja bos masker di buka sebentar saja karena sesak aja kejadianya di stasiun dukuh atas bni,1,0.0,0.0,Negative,1,kasar pake masker bos masker buka sebentar stasiun
god,5,0.0,0.0,Positive,0,god
sangat membantu berpergian mengunakan aplikasi ini,5,0.0,0.0,Positive,0,bantu pergi mengunakan
ok,5,0.5,0.5,Positive,0,
bagus,5,0.0,0.0,Positive,1,bagus
belum bisa pake baru instal saja,4,0.0,0.0,Positive,0,pake instal
keren,5,0.0,0.0,Positive,1,keren
cakep mrt kayak pak dhe jokowi,5,0.0,0.0,Positive,0,cakep kayak jokowi
bagus,5,0.0,0.0,Positive,1,bagus
ok,5,0.5,0.5,Positive,0,
mantap boskuh,5,0.0,0.0,Positive,1,mantap
semoga dengan tranportasi mass rapid transit lancar,5,0.0,0.0,Positive,0,moga tranportasi mass rapid transit lancar
sangat membantunsaya baru donload terimakash,5,0.0,0.0,Positive,0,
trkadang lemot trkadang bgs sudah x uninstal bru yang ke donlot agar bisa masuk akun,5,0.0,0.0,Positive,-1,trkadang lot trkadang bgs uninstal bru masuk akun
hebat,5,0.0,0.0,Positive,0,hebat
keren,5,0.0,0.0,Positive,1,keren
alhamdulilah semakin keren,5,0.0,0.0,Positive,1,alhamdulilah keren
oke,5,0.0,0.0,Positive,0,
bagus,5,0.0,0.0,Positive,1,bagus
oke,5,0.0,0.0,Positive,0,
mantap,5,0.0,0.0,Positive,1,mantap
mantabs,5,0.0,0.0,Positive,0,mantabs
mantap,4,0.0,0.0,Positive,1,mantap
mantap,5,0.0,0.0,Positive,1,mantap
cakep,1,0.0,0.0,Negative,0,cakep
mencoba pelayanan,4,0.0,0.0,Positive,0,coba layan
keren banget,5,0.0,0.0,Positive,1,keren
mantabs,5,0.0,0.0,Positive,0,mantabs
ok,5,0.5,0.5,Positive,0,
istimewa,5,0.0,0.0,Positive,0,
memudahkan,5,0.0,0.0,Positive,1,mudah
bagus dan cepat,5,0.0,0.0,Positive,1,bagus cepat
bagus sekali,5,0.0,0.0,Positive,1,bagus
god,5,0.0,0.0,Positive,0,god
bagus,5,0.0,0.0,Positive,1,bagus
aplikasi eror tidak bisa bayar dan pilih stasiun dari malam ktm pagi,3,0.0,0.0,Neutral,0,eror bayar pilih stasiun malam pagi
lebih praktis,5,0.0,0.0,Positive,0,praktis
oke,5,0.0,0.0,Positive,0,
bagus,5,0.0,0.0,Positive,1,bagus
bagus mantab,5,0.0,0.0,Positive,1,bagus mantab
keren,5,0.0,0.0,Positive,1,keren
terima kasih,5,0.0,0.0,Positive,0,
sangat mengudukasi,5,0.0,0.0,Positive,0,
semoga lancar pemakaianya,5,0.0,0.0,Positive,0,moga lancar
mantap,5,0.0,0.0,Positive,1,mantap
mba petugas yang d blok m bca ngeselin udah x mau masuk di persulit d paksa bli kartu,1,0.0,0.0,Negative,-1,mba tugas blok bca ngeselin masuk sulit paksa kartu
god,4,0.0,0.0,Positive,0,god
mass rapid transit apakah pihak mass rapid transit benar tidak membayarkan gaji salah satu vendornya sampai thr dan gaji tidak bisa dibayarkan tepat waktuthr dibayar dihari bank terahir beroperasional itupun karena didatengin rame kekantor vendor dan mereka beralasan pihak mass rapid transit menungak pembayaran ke pihak vendor selama beberapa bulan hinga vendor tidak bisa memberi hak pekerjanyaapakah benar pihak mass rapid transit demikianbahkan gaji yang seharusnya dibayar tgl ini diundur sampai tgl bulan meiapakah benar demikian mrt,1,0.0,0.0,Negative,0,mass rapid transit mass rapid transit bayar gaji salah vendor gaji bayar bayar bank kantor vendor mass rapid transit bayar vendor vendor mass rapid transit gaji bayar tgl tgl
baru mengunakan smoga tidak ribet mengaplikasikanya,4,0.0,0.0,Positive,0,mengunakan smoga ribet
mantap,5,0.0,0.0,Positive,1,mantap
korban sales multitrip card  lebih baik emoney card sia beli multitrip card tidak bisa dipakai dibusway apa lgi transaksi emoney lainya,1,0.0,0.0,Negative,1,multitrip card emoney card beli multitrip card pakai lgi transaksi emoney lai
mass rapid transit jakarta mantab semoga sukse,5,0.0,0.0,Positive,0,mass rapid transit jakarta mantab moga
dulu,3,0.0,0.0,Neutral,0,
baru download,4,0.0,0.0,Positive,0,download
bagus sangat,5,0.0,0.0,Positive,1,bagus
baik,5,0.0,0.0,Positive,1,
bagus,4,0.0,0.0,Positive,1,bagus
belum coba naik tapi katanya keren,5,0.0,0.0,Positive,1,coba keren
being forwarf,5,0.0,0.0,Positive,0,
the best,5,1.0,0.3,Positive,0,best
mantap,5,0.0,0.0,Positive,1,mantap
bagus,5,0.0,0.0,Positive,1,bagus
useful,5,0.3,0.0,Positive,0,
mulai bagus apk nya jaya terus mass rapid transit jakarta ,4,0.0,0.0,Positive,1,bagus apk jaya mass rapid transit jakarta
sejak update maret  aplikasi tidak bisa digunakan freze di splash start scren,1,0.0,0.0,Negative,0,update freze
yak tidak bisa di akses,1,0.0,0.0,Negative,0,akses
baik,4,0.0,0.0,Positive,1,
semoga bnyk promo naik mass rapid transit,5,0.0,0.0,Positive,0,moga promo mass rapid transit
aplikasinya lemot menit sebelumnya sudah buka aplikasi namjn lemot kita kan tidak mungkin pake wifi masakan harus lapor petugas buat lake wifi akan menghambat perjalanan untuk berangkat kerja please ini sudah berkali please solusi for tgis trouble kita senang pake aplikasi tali lemot nga minta ampun,2,-0.2,0.2,Negative,0,lot menit buka lot pake wifi tugas wifi hambat jalan berangkat kerja kali solusi trouble senang pake lot nga
god transportation in indonesian,5,0.0,0.0,Positive,0,god transportation
mantab,5,0.0,0.0,Positive,0,mantab
mantap,5,0.0,0.0,Positive,1,mantap
keren sangat gampang juga pesenya kemarin beli yang grup buat orang jdi bisa naik mass rapid transit bareng temen tanpa harus punya kartu,5,0.0,0.0,Positive,1,keren gampang kemarin beli orang jdi mass rapid transit kartu
ok,5,0.5,0.5,Positive,0,
bagus gan,5,0.0,0.0,Positive,1,bagus gan
semoga lebih banyak lagi rute mass rapid transit di jakarta agar begitu keluar rumah kantor pasar pusat perbelanjan bengkel tingal jalan kaki sebentar langsung naik mrt begitu pun sebaliknya ketika datang langsung tiba di tujuan tanpa naik moda transportasi lain yang harus menungu lama,5,0.0,0.0,Positive,0,moga rute mass rapid transit jakarta rumah kantor pasar tingal jalan kaki sebentar langsung langsung tuju moda transportasi tungu
tolong perbarui tampilanya terutama tampilan dalam mode gelap yang masih tidak jelas jika melihat lambang sesuatu pilihan di aplikasi serta tulisan,3,0.0,0.0,Neutral,0,baru mode pilih tulis
sangat membantu dan memudahkan,5,0.0,0.0,Positive,1,bantu mudah
sangat membantu,5,0.0,0.0,Positive,0,bantu
keren sangat,5,0.0,0.0,Positive,1,keren
god job,5,0.0,0.0,Positive,0,god job
bagus  sangat menikmati sekali dengan moda transportasi raya terpadu mass rapid transit jakarta,5,0.0,0.0,Positive,1,bagus moda transportasi raya padu mass rapid transit jakarta
mohon penjelasanya saya beli tiket mass rapid transit senayan menuju blok a melalui aplikasi mass rapid transit di jam dan jadwal nya juga masih ada tertera kebarangkatan dari senayan jam  tetapi saya tidak diperbolahkan masuk oleh satpam kata beliau mass rapid transit sudah ditutup dan beliau tetapi di jadwal keberangkatan masih tertera,3,0.0,0.0,Neutral,0,mohon beli tiket mass rapid transit senayan blok mass rapid transit jam jadwal tera senayan jam masuk satpam beliau mass rapid transit tutup beliau jadwal berangkat tera
nice,5,0.6,1.0,Positive,0,nice
god,5,0.0,0.0,Positive,0,god
keren,5,0.0,0.0,Positive,1,keren
baik,4,0.0,0.0,Positive,1,
manteb dah anies,5,0.0,0.0,Positive,0,dah anies
god,5,0.0,0.0,Positive,0,god
mantap,5,0.0,0.0,Positive,1,mantap
ok cepat respon nya,4,0.5,0.5,Positive,1,cepat respon
baru naik sekalikereta nya bersih,5,0.0,0.0,Positive,0,bersih
alhamdulilah semoga bermanfat,5,0.0,0.0,Positive,0,alhamdulilah moga bermanfat
lebih mudah dan praktis,5,0.0,0.0,Positive,1,mudah praktis
sudah bisa cek saldo kartu mass rapid transit multi trip tetapi tidak bisa isi saldonya di up lagi ,3,0.0,0.0,Neutral,0,cek saldo kartu mass rapid transit multi isi saldo
ok,5,0.5,0.5,Positive,0,
kode otp pembayaranya ngak keluar,1,0.0,0.0,Negative,0,kode otp pembayaranya ngak
ok,5,0.5,0.5,Positive,0,
cm sharing aj peraturanya jgn terlalu ketat dong masa orng bercadar harus pakai masker juga aneh si,2,0.0,0.0,Negative,0,aj jgn pakai masker aneh si
keren,5,0.0,0.0,Positive,1,keren
mantab,5,0.0,0.0,Positive,0,mantab
aplikasinya mudah digunakan,5,0.0,0.0,Positive,1,mudah
bagus dan mempermudah,5,0.0,0.0,Positive,1,bagus mudah
bagus dan mudah,5,0.0,0.0,Positive,1,bagus mudah
aplikasi nya eror,1,0.0,0.0,Negative,0,eror
keren,5,0.0,0.0,Positive,1,keren
untuk verifikasi ktp tolong diperbaiki eror terus ketika bagian itu,2,0.0,0.0,Negative,1,verifikasi ktp baik eror
sgitu dlu kalau bgus dtmbahin,4,0.0,0.0,Positive,0,dlu bgus
baru saja download aplikasi ini mau liat jadwal mass rapid transit malah tiba² keluar sendiri aplikasi nya suka eror gini sih tolong dong diperbaiki layanan aplikasi mass rapid transit nya,2,0.0,0.0,Negative,1,download liat jadwal mass rapid transit suka eror gin baik layan mass rapid transit
ok,5,0.5,0.5,Positive,0,
god,5,0.0,0.0,Positive,0,god
eusbuu,5,0.0,0.0,Positive,0,
bagus,5,0.0,0.0,Positive,1,bagus
keren,5,0.0,0.0,Positive,1,keren
aplikasi nya keren,5,0.0,0.0,Positive,1,keren
mantap,5,0.0,0.0,Positive,1,mantap
aplikasi tidak bisa digunakan,1,0.0,0.0,Negative,0,
masih banyak bug tidak bisa verifikasi ktp sering keluar sendiri,2,0.0,0.0,Negative,-1,bug verifikasi ktp
semoga semakin meningkat mutu pelayananya,4,0.0,0.0,Positive,0,moga tingkat pelayananya
p p l tmn njnjmjnjmnhm m o lupa p p u lop lo o lol ko uo,4,0.8,0.7,Positive,0,lupa lo ko
aplikasi yang bagus,5,0.0,0.0,Positive,1,bagus
habis update jadi eror failed to load gopay status,2,-0.5,0.3,Negative,0,habis update eror failed load gopay status
oke,5,0.0,0.0,Positive,0,
versi barunya sudah ok tapi perbaiki schedule nya kadang ngak sinkron ama aktual,4,0.5,0.5,Positive,1,versi baru baik kadang ngak
mantap,5,0.0,0.0,Positive,1,mantap
kenapa aplikasinya selalu keluar sendiri padahal mau verifikasi ktp dan ngisi indentitas lainya pas mau mesen tiket juga sering keluar sendiri padahal sinyal bagus sudah pakek data dan wifi tetep saja keluar sendiri ini kenapa eror ap nya mohon developer segera memeberikan solusi dan memperbaikinya,1,0.0,0.0,Negative,1,verifikasi ktp lai pas mesen tiket sinyal bagus pakek data wifi tetep eror ap mohon developer memeberikan solusi baik
membantu sekali,5,0.0,0.0,Positive,0,bantu
saya baru tau bisa beli tiket via aplikasi sewaktu selesai pembayaran beli tiket gimana sih petugasnya petugas tidak ngasih info kalau bisa beli tiket pakai aplikasi jadinya terpaksa beli kartu baru karena tidak bawa kartu atm buat topup karena kartu bukan kartu multitrip mrt harus debit padahal juga abis itu kartu tidak kepake,1,0.0,0.0,Negative,0,beli tiket via selesai bayar beli tiket gimana tugas tugas info beli tiket pakai paksa beli kartu bawa kartu topup kartu kartu multitrip debit abis kartu kepake
apnya bagus dan praktis tapi masih suka terjadi eror koneksi padahal saya memiliki wifikuota internet,3,0.0,0.0,Neutral,1,apnya bagus praktis suka eror milik internet
sangat membantu sekali,5,0.0,0.0,Positive,0,bantu
waktu digunakan untuk membuka jadwal kereta aplikasi menutup,4,0.0,0.0,Positive,0,buka jadwal kereta tutup
aplikasinya masih byk bug nya dan erornya contoh sat di halaman jadwal sat pilih stasiun aplikasi langsung keluarforceclose sat di halaman akun untuk input foto ktp pun sama lgsg keluar  forceclose kalau bisa di perbaiki dulu ini ap dan di cek lagi semua nya,3,0.0,0.0,Neutral,0,bug eror sat halaman jadwal sat pilih stasiun langsung sat halaman akun foto ktp lgsg forceclose baik ap cek
baik,5,0.0,0.0,Positive,1,
quick respon,4,0.3333333333333333,0.5,Positive,0,respon
forceclose terus,1,0.0,0.0,Negative,0,forceclose
tidak bisa conect ke gopay,2,0.0,0.0,Negative,0,conect gopay
mantap semoga bisa lebih ditingkatkan lagi,5,0.0,0.0,Positive,1,mantap moga tingkat
bagus,5,0.0,0.0,Positive,1,bagus
kenapa ya di sama s aplikasi tidak bisa dibuka sama sekali,1,0.0,0.0,Negative,0,buka
membantu,5,0.0,0.0,Positive,0,bantu
god aplikasi,5,0.0,0.0,Positive,0,god
menyenangkan nyaman bersih penjaga jya ramah dan sangat membantu,5,0.0,0.0,Positive,0,senang nyaman bersih jaga ramah bantu
aplikasinya setiap kali liat jadwal perjalanan selalu kluar sendiri,5,0.0,0.0,Positive,0,kali liat jadwal jalan kluar
,5,0.0,0.0,Positive,0,
baru mau coba,4,0.0,0.0,Positive,0,coba
eror selalu force close di hp gogle pixelsebelum nya tidak eror abis update br eror,1,0.0,0.0,Negative,0,eror force close hp gogle eror abis update eror
god aplication,5,0.0,0.0,Positive,0,god aplication
ada bugs di upload foto dan ktp aplikasi auto tertutup,3,0.0,0.0,Neutral,-1,upload foto ktp auto tutup
god,5,0.0,0.0,Positive,0,god
modern transportasi dki,5,0.2,0.3,Positive,0,modern transportasi dki
perjalanan jadi lebih cepat dan nyaman,5,0.0,0.0,Positive,1,jalan cepat nyaman
tidak perlu kartu pembayaran elektronik lagi simple dan mudah digunakan,5,0.0,0.35714285714285715,Positive,1,kartu bayar simple mudah
bagus dan membantu,5,0.0,0.0,Positive,1,bagus bantu
dpermudah bagi yang baru masuk akun,3,0.0,0.0,Neutral,1,masuk akun
nyaman,5,0.0,0.0,Positive,0,nyaman
bagus,5,0.0,0.0,Positive,1,bagus
menyenangkan,5,0.0,0.0,Positive,0,senang
kurang praktis kalau harus beli tiket dulu mending aplikasi langsung conect ke ewalet yang bekerja sama terus langsung bayar sesuai scan barcode stasiun berangkat dan stasiun tujuan,2,0.0,0.0,Negative,0,praktis beli tiket mending langsung conect ewalet langsung bayar sesuai scan barcode stasiun berangkat stasiun tuju
aplikasi sat ini tidak ada masalah apabila ada masalah rating akan berubah,5,0.0,0.0,Positive,0,sat rating ubah
gud,5,0.0,0.0,Positive,0,gud
ihiy masuk p eko,5,0.0,0.0,Positive,0,masuk
lagi dicoba,5,0.0,0.0,Positive,0,coba
keren sangat skrng bisa naik mass rapid transit jadi lebih mudah tapi aplikasinya masih butuh sedikit perbaikan saya tidak bisa verifikasi ktp padahal sudah di tap tapi tetep gabisa tapi gp yang penting aplikasinya bisa di gunakan untuk mass rapid transit walaupun belum verifikasi ktp,5,0.0,0.0,Positive,1,keren skrng mass rapid transit mudah baik verifikasi ktp tap tetep gabisa gp mass rapid transit verifikasi ktp
keren sangat,5,0.0,0.0,Positive,1,keren
terlalu banyak syarat untuk bergabung,4,0.0,0.0,Positive,0,gabung
bagus  bermanfat,5,0.0,0.0,Positive,1,bagus bermanfat
god,5,0.0,0.0,Positive,0,god
terimakasih,5,0.0,0.0,Positive,0,terimakasih
harus punya pulsa baru terima otp lemah,1,0.0,0.0,Negative,0,otp
keren praktis,5,0.0,0.0,Positive,1,keren praktis
interfacenya jelek sangat,1,0.0,0.0,Negative,-1,interfacenya jelek
jika bagustidak ada kendala,5,0.0,0.0,Positive,1,kendala
tambah pembayaran shopepay,5,0.0,0.0,Positive,0,bayar shopepay
sering gagal masuk,2,0.0,0.0,Negative,-1,gagal masuk
excelent  semoga tetap dipertahankan pelayananya,5,0.0,0.0,Positive,0,excelent moga tahan pelayananya
keren,5,0.0,0.0,Positive,1,keren
mantap,5,0.0,0.0,Positive,1,mantap
nyoba dlu,3,0.0,0.0,Neutral,0,nyoba dlu
sangat bermanfat,5,0.0,0.0,Positive,0,bermanfat
baik,5,0.0,0.0,Positive,1,
saya suka aplikasi ini,5,0.0,0.0,Positive,0,suka
di to,2,0.0,0.0,Negative,0,
tidak bisa di buka,5,0.0,0.0,Positive,0,buka
maju ekonomi untuk kepetingan rakyat,5,0.0,0.0,Positive,0,maju rakyat
mantap sangat berguna aplikasi ini,5,0.0,0.0,Positive,1,mantap guna
sudah terasa nyaman mengunakan transportasi umum,5,0.0,0.0,Positive,0,nyaman mengunakan transportasi
perubahan adalah wujud untuk kemajuan kesejahteran masyarakat,5,0.0,0.0,Positive,0,ubah maju masyarakat
transportasi publik modern,5,0.2,0.3,Positive,0,transportasi publik modern
keren sangat sangat membantubanyak hadiah give awaynya lagi,5,0.0,0.0,Positive,1,keren
bismilah semoga bisa,5,0.0,0.0,Positive,0,moga
mantap,4,0.0,0.0,Positive,1,mantap
bagus aplikasinya,5,0.0,0.0,Positive,1,bagus
bagus dan mudah beli tiket bisa nonton film gratis juga di perjalanan,5,0.0,0.0,Positive,1,bagus mudah beli tiket gratis jalan
akses nya mudah,5,0.0,0.0,Positive,1,akses mudah
suka,5,0.0,0.0,Positive,0,suka
mantap,5,0.0,0.0,Positive,1,mantap
gimana nih baru download trs abis registrasi malah keluar trs dari ap hadeh emng ya kalo sistem begini susah benernya,2,0.0,0.0,Negative,0,gimana download trs abis registrasi trs ap hadeh kalo sistem susah
saya sangat suka sebenarnya tapi entah knp setelah diupdate malah tidak bisa dibuka aplikasi nya,1,0.0,0.0,Negative,0,suka knp diupdate buka
belum pernah naik,5,0.0,0.0,Positive,0,
aplikasi nya nge bug terus jadi tidak bisa di pakai,1,0.0,0.0,Negative,-1,nge bug pakai
maju terus mass rapid transit terus berinovasi untuk mempermudah penguna,5,0.0,0.0,Positive,1,maju mass rapid transit mudah penguna
mrtj semoga semakin jaya,5,0.0,0.0,Positive,0,moga jaya
yah,3,0.0,0.0,Neutral,0,yah
mantap aplikasi nya mendukung sat naik mass rapid transit,5,0.0,0.0,Positive,1,mantap dukung sat mass rapid transit
bagus memudahkan penguna untuk naik mass rapid transit,5,0.0,0.0,Positive,1,bagus mudah penguna mass rapid transit
god,5,0.0,0.0,Positive,0,god
baik,5,0.0,0.0,Positive,1,
proses register member pemula copat,5,0.0,0.0,Positive,0,proses register mula
ok,5,0.5,0.5,Positive,0,
ok,5,0.5,0.5,Positive,0,
,5,0.0,0.0,Positive,0,
setelah di update jadi tidak bisa liat jam kedatangan kereta selanjutnya menitnya ketutupan,2,0.0,0.0,Negative,0,update liat jam datang kereta menit tutup
masih suka forceclosejelek,1,0.0,0.0,Negative,-1,suka
susah susah gampang masuknya,3,0.0,0.0,Neutral,0,susah susah gampang masuk
aplikasi mass rapid transit sangat memudahkan untuk membeli ticket perjalanan dan informasi status perjalanan juga tersedia,5,0.0,0.0,Positive,1,mass rapid transit mudah beli ticket jalan informasi status jalan sedia
bagus,5,0.0,0.0,Positive,1,bagus
aplikasi ya keren,5,0.0,0.0,Positive,1,keren
sampah habis update malah gag bisa liat jadwal dan mau beli tiket gag bisa jam sibuk malah eror it mrtj dumb as,1,-0.375,0.5,Negative,0,sampah habis update gag liat jadwal beli tiket gag jam sibuk eror
keren lah bisa bawa anak jln,5,0.0,0.0,Positive,1,keren bawa anak
oke,5,0.0,0.0,Positive,0,
sangat membantu,5,0.0,0.0,Positive,0,bantu
ok,5,0.5,0.5,Positive,0,
memudahkan pelangan,5,0.0,0.0,Positive,1,mudah pelang
baru mau coba,5,0.0,0.0,Positive,0,coba
efisien,5,0.0,0.0,Positive,0,efisien
god,5,0.0,0.0,Positive,0,god
mantap,5,0.0,0.0,Positive,1,mantap
mantap,5,0.0,0.0,Positive,1,mantap
mudah,5,0.0,0.0,Positive,1,mudah
baru,5,0.0,0.0,Positive,0,
membantu sekali,5,0.0,0.0,Positive,0,bantu
mantaps jiwa,5,0.0,0.0,Positive,1,mantaps jiwa
god,4,0.0,0.0,Positive,0,god
ok,5,0.5,0.5,Positive,0,
coba dulu kalo bagus kasih bintang penuh,3,0.0,0.0,Neutral,1,coba kalo bagus bintang penuh
mantap,5,0.0,0.0,Positive,1,mantap
god jobs,5,0.0,0.0,Positive,0,god
sudah sesuai,5,0.0,0.0,Positive,0,sesuai
mantab,3,0.0,0.0,Neutral,0,mantab
belum coba,3,0.0,0.0,Neutral,0,coba
tertib aman  nyaman prokes bagus,4,0.0,0.0,Positive,1,tertib aman nyaman prokes bagus
god aplikasithanks,4,0.0,0.0,Positive,0,god
bagus,4,0.0,0.0,Positive,1,bagus
masih dalam pemcoban smoga bermakana buat kepegian nanti,5,0.0,0.0,Positive,0,smoga
nice,5,0.6,1.0,Positive,0,nice
mantap,5,0.0,0.0,Positive,1,mantap
saya banga menjadi anak indonesia,5,0.0,0.0,Positive,0,banga anak indonesia
oke juga,5,0.0,0.0,Positive,0,
ok,5,0.5,0.5,Positive,0,
ksh bintang dulu ya bila bagus baru bintang,3,0.0,0.0,Neutral,1,ksh bintang bagus bintang
transportasi bagus,5,0.0,0.0,Positive,1,transportasi bagus
pelayanan bagus,4,0.0,0.0,Positive,1,layan bagus
sangat bermafat,5,0.0,0.0,Positive,0,
muantab,5,0.0,0.0,Positive,0,muantab
bukanya lebih praktis tingal scan qr dari linkaja gopay dl ya kayak krl kalo harus beli tiket lagi kesanya lebih outdated dari pada sistem krl bukanya padahal fasilitas mass rapid transit cangih loh,3,-0.4000000000000001,0.6333333333333334,Neutral,0,buka praktis tingal scan qr linkaja gopay dl kayak krl kalo beli tiket kesanya sistem krl buka fasilitas mass rapid transit cangih
baru pake,5,0.0,0.0,Positive,0,pake
baru nyoba,1,0.0,0.0,Negative,0,nyoba
bagus,5,0.0,0.0,Positive,1,bagus
bagus,5,0.0,0.0,Positive,1,bagus
cuco,4,0.0,0.0,Positive,0,
god,5,0.0,0.0,Positive,0,god
the best aplicasi,5,1.0,0.3,Positive,0,best
baru download semoga saja gada kendala disat pengunan,4,0.0,0.0,Positive,0,download moga gada kendala sat pengunan
kode refeal  update tambahkan alarm kedatangan dan ketika sampai tujuan,5,0.0,0.0,Positive,0,kode update tambah alarm datang tuju
jos,4,0.0,0.0,Positive,0,jos
nyaman tapi belum pernah coba mass rapid transit,5,0.0,0.0,Positive,0,nyaman coba mass rapid transit
bener menghemat waktu tenaga sebelum ada mass rapid transit harus berjibaku kejar busway dan kereta makasi mass rapid transit,5,0.0,0.0,Positive,0,bener tenaga mass rapid transit kereta mass rapid transit
bgus,5,0.0,0.0,Positive,0,bgus
sangat baik sangat ramah,5,0.0,0.0,Positive,1,ramah
sangat membantu  mempermudah perjalanan kita,5,0.0,0.0,Positive,1,bantu mudah jalan
nothing problems,5,0.0,0.0,Positive,0,
mantap tranportasi kelas dunia serasa seperti di eropa,5,0.0,0.0,Positive,1,mantap tranportasi kelas dunia
sangat baik,5,0.0,0.0,Positive,1,
bagus,5,0.0,0.0,Positive,1,bagus
aku senang ada apk mass rapid transit jakartatingkat kn and kembangkn,5,0.0,0.0,Positive,1,senang apk mass rapid transit
masih banyak bug,1,0.0,0.0,Negative,-1,bug
jelek,5,0.0,0.0,Positive,-1,jelek
mantap,5,0.0,0.0,Positive,1,mantap
tanpa beli kartu bisa mengunakan ap ini,5,0.0,0.0,Positive,0,beli kartu mengunakan ap
mantap lah,5,0.0,0.0,Positive,1,mantap
ok banget,5,0.5,0.5,Positive,0,
aplikasi ini sangat membantu saya,5,0.0,0.0,Positive,0,bantu
bagus,5,0.0,0.0,Positive,1,bagus
selalu eror buat pembayaran dengan ovo,1,0.0,0.0,Negative,0,eror bayar ovo
god ap,5,0.0,0.0,Positive,0,god ap
gembel,1,0.0,0.0,Negative,0,gembel
tidak praktis harus nya tingal scan qr code seperti krl,1,0.0,0.0,Negative,0,praktis tingal scan qr code krl
god,5,0.0,0.0,Positive,0,god
bagus bangt,5,0.0,0.0,Positive,1,bagus
mempermudah pembelian tiket dan pembayarab tanpa antri,5,0.0,0.0,Positive,1,mudah beli tiket antri
pelayanan yang sangat baik,5,0.0,0.0,Positive,1,layan
maksimal,4,0.0,0.0,Positive,0,maksimal
terimakasih jakarta sehat selalu ya,5,0.0,0.0,Positive,0,terimakasih jakarta sehat
mencoba mengunakan aplikasi mrtj,5,0.0,0.0,Positive,0,coba mengunakan
top,5,0.5,0.5,Positive,0,top
sangat terbantu,5,0.0,0.0,Positive,0,bantu
tadinya aplikasi ini membantu saya sangat tapi sekarang menyusahkan saya login berkali kali gabisa reset pin sudah coba login lagi gabisa tolong lah mass rapid transit gmn nih parah,1,0.0,0.0,Negative,0,bantu susah login kali kali gabisa reset pin coba login gabisa mass rapid transit gmn parah
mantap,5,0.0,0.0,Positive,1,mantap
baik,5,0.0,0.0,Positive,1,
ajib,5,0.0,0.0,Positive,0,
god aplikasi,4,0.0,0.0,Positive,0,god
keren,5,0.0,0.0,Positive,1,keren
aplikasi membantu sekali memudahkan pembayaran atau transaksi,5,0.0,0.0,Positive,1,bantu mudah bayar transaksi
kerenga nyangka kalo di indonesia bisa keren,5,0.0,0.0,Positive,1,kalo indonesia keren
baik,5,0.0,0.0,Positive,1,
bersih,5,0.0,0.0,Positive,0,bersih
bagus sih untuk melihat rute mass rapid transit,5,0.0,0.0,Positive,1,bagus rute mass rapid transit
di,5,0.0,0.0,Positive,0,
bersih beut,5,0.0,0.0,Positive,0,bersih
,5,0.0,0.0,Positive,0,
semoga bisa lebih berkembang lagi khususnya perbanyak promodiskon seperti x perjalanan gratis x perjalanan tks,5,0.0,0.0,Positive,0,moga kembang banyak jalan gratis jalan
ganguan kok pagi pagi di sat orang buru buru dan sedang sibukga bisa malam ya ganguanya kasih dong notifikasiseperti sms blast atau wa blast biar penguna mass rapid transit tau kalau mau ganguannyusahin lama kagak laku ni mass rapid transit,1,0.0,0.0,Negative,0,ganguan pagi pagi sat orang buru buru malam sms blast wa blast biar penguna mass rapid transit kagak laku ni mass rapid transit
semoga bisa lebih baik lagi,3,0.0,0.0,Neutral,1,moga
keren,5,0.0,0.0,Positive,1,keren
mantap keren aplikasinya,5,0.0,0.0,Positive,1,mantap keren
oke,5,0.0,0.0,Positive,0,
tempatnya bersih dan nyaman mantul pokoknya,5,0.0,0.0,Positive,0,bersih nyaman mantul
tidak bisa top up pake ovo,1,0.5,0.5,Negative,0,top pake ovo
semoga bisa membantu yah,3,0.0,0.0,Neutral,0,moga bantu yah
bersih dan nyaman kereta nya,5,0.0,0.0,Positive,0,bersih nyaman kereta
mantab,5,0.0,0.0,Positive,0,mantab
sangat membantu,5,0.0,0.0,Positive,0,bantu
baru coba nti kalau bagus kasih,3,0.0,0.0,Neutral,1,coba bagus
semua nya jadi serba instan suka sangat,5,0.0,0.0,Positive,0,serba suka
